Brand,Model,Variant,Usable_Battery_kWh,AC_Max_kW,DC_Max_kW,DC_Charging_Curve,DC_Curve_Is_Default,DC_Ports,AC_Ports
Kia,99.,8kwh rwd (96 kWh usable),96.0,11.0,96.0,"[{""percentage"":0,""power"":96},{""percentage"":40,""power"":96},{""percentage"":70,""power"":76.8},{""percentage"":90,""power"":38.4},{""percentage"":100,""power"":11}]",False,ccs,type2
Kia,EV3 Long Range,78 kWh usable,78.0,11.0,135.0,"[{""percentage"":0,""power"":135},{""percentage"":50,""power"":135},{""percentage"":80,""power"":81},{""percentage"":100,""power"":40.5}]",False,ccs,type2
Kia,EV4 Hatchback Long Range,78 kWh usable,78.0,105.0,135.0,"[{""percentage"":0,""power"":135},{""percentage"":50,""power"":135},{""percentage"":80,""power"":81},{""percentage"":100,""power"":40.5}]",False,ccs,type2
Kia,EV4 Hatchback Standard Range,55 kWh usable,55.0,80.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":30}]",False,ccs,type2
Kia,EV4 Sedan Long Range,72.8 kWh usable,72.8,11.0,135.0,"[{""percentage"":0,""power"":135},{""percentage"":50,""power"":135},{""percentage"":80,""power"":81},{""percentage"":100,""power"":40.5}]",False,ccs,type2
Kia,EV4 Sedan Standard Range,55 kWh usable,55.0,80.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":30}]",False,ccs,type2
Kia,EV6,Standard Range 2WD (58 kWh usable),58.0,11.0,175.0,"[{""percentage"":0,""power"":166.3},{""percentage"":75,""power"":175},{""percentage"":100,""power"":11}]",True,ccs,type2
Kia,EV6,Long Range 2WD (77.4 kWh usable),77.4,11.0,250.0,"[{""percentage"":0,""power"":237.5},{""percentage"":75,""power"":250},{""percentage"":100,""power"":11}]",True,ccs,type2
Kia,EV6 GT,80 kWh usable,80.0,11.0,263.0,"[{""percentage"":0,""power"":263},{""percentage"":20,""power"":263},{""percentage"":40,""power"":210},{""percentage"":60,""power"":158},{""percentage"":80,""power"":105},{""percentage"":100,""power"":11}]",True,ccs,type2
Kia,EV6 Long Range AWD,80 kWh usable,80.0,11.0,263.0,"[{""percentage"":0,""power"":263},{""percentage"":20,""power"":263},{""percentage"":40,""power"":210},{""percentage"":60,""power"":158},{""percentage"":80,""power"":105},{""percentage"":100,""power"":11}]",True,ccs,type2
Kia,EV9,76.1 kWh RWD (73 kWh usable),73.0,160.0,210.0,"[{""percentage"":0,""power"":210},{""percentage"":50,""power"":210},{""percentage"":80,""power"":126},{""percentage"":100,""power"":63}]",False,ccs,type2
Kia,EV9,AWD GT-Line (95 kWh usable),95.0,11.0,240.0,"[{""percentage"":0,""power"":228},{""percentage"":75,""power"":240},{""percentage"":100,""power"":11}]",True,ccs,type2
Kia,EV9,99.8 kWh RWD (96 kWh usable),96.0,11.0,210.0,"[{""percentage"":0,""power"":199.5},{""percentage"":75,""power"":210},{""percentage"":100,""power"":11}]",True,ccs,type2
Kia,EV9 76.1 kWh RWD,76.1 kWh usable,76.1,11.0,210.0,"[{""percentage"":0,""power"":210},{""percentage"":50,""power"":210},{""percentage"":80,""power"":126},{""percentage"":100,""power"":63}]",False,ccs,type2
Kia,EV9 99.8 kWh AWD GT-Line,96 kWh usable,96.0,11.0,209.0,"[{""percentage"":0,""power"":209},{""percentage"":20,""power"":209},{""percentage"":40,""power"":167},{""percentage"":60,""power"":125},{""percentage"":80,""power"":84},{""percentage"":100,""power"":11}]",True,ccs,type2
Kia,Niro EV,68.4 kWh usable,68.4,11.0,80.0,"[{""percentage"":0,""power"":76},{""percentage"":75,""power"":80},{""percentage"":100,""power"":11}]",True,ccs,type2
Kia,Soul,27 kWh (27 kWh usable),27.0,6.6,50.0,"[{""percentage"":0,""power"":47.5},{""percentage"":75,""power"":50},{""percentage"":100,""power"":6.6}]",True,chademo,type2
Kia,Soul,30 kWh (30 kWh usable),30.0,6.6,50.0,"[{""percentage"":0,""power"":47.5},{""percentage"":75,""power"":50},{""percentage"":100,""power"":6.6}]",True,chademo,type2
Kia,Soul,EV (30 kWh usable),30.0,30.0,30.0,"[{""percentage"":0,""power"":30},{""percentage"":50,""power"":30},{""percentage"":80,""power"":18},{""percentage"":100,""power"":30}]",False,ccs,type2
Kia,Soul EV,30 kWh usable,30.0,40.0,50.0,"[{""percentage"":0,""power"":50},{""percentage"":50,""power"":50},{""percentage"":80,""power"":30},{""percentage"":100,""power"":15}]",False,chademo,type2
Kia,e-Niro,39 kWh (39 kWh usable),39.0,7.2,50.0,"[{""percentage"":0,""power"":47.5},{""percentage"":75,""power"":50},{""percentage"":100,""power"":7.2}]",True,ccs,type2
Kia,e-Niro,39 kWh 11 kW-AC (39 kWh usable),39.0,11.0,50.0,"[{""percentage"":0,""power"":47.5},{""percentage"":75,""power"":50},{""percentage"":100,""power"":11}]",True,ccs,type2
Kia,e-Niro,64 kWh (64 kWh usable),64.0,11.0,77.0,"[{""percentage"":0,""power"":70},{""percentage"":40,""power"":77},{""percentage"":42,""power"":70},{""percentage"":53,""power"":71},{""percentage"":55,""power"":57},{""percentage"":71,""power"":58},{""percentage"":72,""power"":38},{""percentage"":76,""power"":38},{""percentage"":78,""power"":25},{""percentage"":88,""power"":25},{""percentage"":100,""power"":8}]",False,ccs,type2
Kia,e-Niro 64,kWh (64 kWh usable),64.0,11.0,64.0,"[{""percentage"":0,""power"":64},{""percentage"":30,""power"":64},{""percentage"":60,""power"":44.8},{""percentage"":80,""power"":25.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Kia,e-Soul,39 kWh 11 kW-AC (39 kWh usable),39.0,11.0,50.0,"[{""percentage"":0,""power"":47.5},{""percentage"":75,""power"":50},{""percentage"":100,""power"":11}]",True,ccs,type2
Kia,e-Soul,39.2 kWh (39.2 kWh usable),39.2,37.0,44.0,"[{""percentage"":0,""power"":44},{""percentage"":50,""power"":44},{""percentage"":80,""power"":26.4},{""percentage"":100,""power"":13.2}]",False,ccs,type2
Kia,e-Soul,64 kWh (64 kWh usable),64.0,7.2,77.0,"[{""percentage"":0,""power"":70},{""percentage"":40,""power"":77},{""percentage"":42,""power"":70},{""percentage"":53,""power"":71},{""percentage"":55,""power"":57},{""percentage"":71,""power"":58},{""percentage"":72,""power"":38},{""percentage"":76,""power"":38},{""percentage"":78,""power"":25},{""percentage"":88,""power"":25},{""percentage"":100,""power"":8}]",False,ccs,type2
Kia,e-Soul,64 kWh 11 kW-AC (64 kWh usable),64.0,11.0,77.0,"[{""percentage"":0,""power"":73.1},{""percentage"":75,""power"":77},{""percentage"":100,""power"":11}]",True,ccs,type2
Kia,e-Soul 39.2 kWh,39.2 kWh usable,39.2,11.0,44.0,"[{""percentage"":0,""power"":44},{""percentage"":50,""power"":44},{""percentage"":80,""power"":26.4},{""percentage"":100,""power"":13.2}]",False,ccs,type2
Kia,ev,64.8 kWh usable,64.8,11.0,64.8,"[{""percentage"":0,""power"":64.8},{""percentage"":30,""power"":64.8},{""percentage"":60,""power"":45.36},{""percentage"":80,""power"":25.92},{""percentage"":100,""power"":11}]",False,ccs,type2
Kia,gt,74 kWh usable,74.0,11.0,74.0,"[{""percentage"":0,""power"":74},{""percentage"":40,""power"":74},{""percentage"":70,""power"":59.2},{""percentage"":90,""power"":29.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Kia,long range,awd (74 kWh usable),74.0,11.0,74.0,"[{""percentage"":0,""power"":74},{""percentage"":40,""power"":74},{""percentage"":70,""power"":59.2},{""percentage"":90,""power"":29.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Kia,long range 2wd,74 kWh usable,74.0,11.0,74.0,"[{""percentage"":0,""power"":74},{""percentage"":40,""power"":74},{""percentage"":70,""power"":59.2},{""percentage"":90,""power"":29.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Kia,standard range 2wd,54 kWh usable,54.0,11.0,54.0,"[{""percentage"":0,""power"":54},{""percentage"":40,""power"":54},{""percentage"":70,""power"":43.2},{""percentage"":90,""power"":21.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Lancia,Ypsilon,48.1 kWh usable,48.1,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":30}]",False,ccs,type2
Leapmotor,C10,69.9 kWh usable,69.9,11.0,84.0,"[{""percentage"":0,""power"":84},{""percentage"":50,""power"":84},{""percentage"":80,""power"":50.4},{""percentage"":100,""power"":25.2}]",False,ccs,type2
Leapmotor,T03,37.3 kWh usable,37.3,11.0,48.0,"[{""percentage"":0,""power"":48},{""percentage"":20,""power"":48},{""percentage"":40,""power"":38},{""percentage"":60,""power"":29},{""percentage"":80,""power"":19},{""percentage"":100,""power"":11}]",True,ccs,type2
Lexus,300e,45 kWh usable,45.0,11.0,45.0,"[{""percentage"":0,""power"":45},{""percentage"":50,""power"":45},{""percentage"":80,""power"":27},{""percentage"":100,""power"":11}]",False,ccs,type2
Lexus,300e,64 kWh usable,64.0,6.6,64.0,"[{""percentage"":0,""power"":64},{""percentage"":30,""power"":64},{""percentage"":60,""power"":44.8},{""percentage"":80,""power"":25.6},{""percentage"":100,""power"":6.6}]",False,ccs,type2
Lexus,450e,64 kWh usable,64.0,6.6,64.0,"[{""percentage"":0,""power"":64},{""percentage"":30,""power"":64},{""percentage"":60,""power"":44.8},{""percentage"":80,""power"":25.6},{""percentage"":100,""power"":6.6}]",False,ccs,type2
Lexus,RZ 300e,64 kWh usable,64.0,11.0,147.0,"[{""percentage"":0,""power"":147},{""percentage"":20,""power"":147},{""percentage"":40,""power"":118},{""percentage"":60,""power"":88},{""percentage"":80,""power"":59},{""percentage"":100,""power"":11}]",True,ccs,type2
Lexus,RZ 450e,71.4 kWh usable,71.4,11.0,150.0,"[{""percentage"":0,""power"":142.5},{""percentage"":75,""power"":150},{""percentage"":100,""power"":11}]",True,ccs,type2
Lexus,UX 300e,64 kWh usable,64.0,11.0,50.0,"[{""percentage"":0,""power"":50},{""percentage"":50,""power"":50},{""percentage"":80,""power"":25},{""percentage"":100,""power"":10}]",False,chademo,type2
Lightyear,0,60 kWh usable,60.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Lotus,Eletre,109 kWh usable,109.0,22.0,109.0,"[{""percentage"":0,""power"":109},{""percentage"":40,""power"":109},{""percentage"":70,""power"":87.2},{""percentage"":90,""power"":43.6},{""percentage"":100,""power"":22}]",False,ccs,type2
Lotus,Eletre,S (109 kWh usable),109.0,22.0,100.0,"[{""percentage"":0,""power"":95},{""percentage"":22,""power"":100},{""percentage"":27,""power"":97},{""percentage"":46,""power"":96},{""percentage"":49,""power"":92},{""percentage"":75,""power"":60},{""percentage"":90,""power"":40},{""percentage"":100,""power"":22}]",False,ccs,type2
Lotus,Eletre R,112 kWh usable,112.0,11.0,367.0,"[{""percentage"":0,""power"":367},{""percentage"":50,""power"":367},{""percentage"":80,""power"":220.2},{""percentage"":100,""power"":110.1}]",False,ccs,type2
Lotus,Eletre S,109 kWh usable,109.0,22.0,109.0,"[{""percentage"":0,""power"":109},{""percentage"":40,""power"":109},{""percentage"":70,""power"":87.2},{""percentage"":90,""power"":43.6},{""percentage"":100,""power"":22}]",False,ccs,type2
Lotus,Emeya,102 kWh usable,102.0,11.0,350.0,"[{""percentage"":0,""power"":350},{""percentage"":50,""power"":350},{""percentage"":80,""power"":175},{""percentage"":100,""power"":70}]",False,ccs,type2
Lotus,Emeya R,102 kWh usable,102.0,11.0,350.0,"[{""percentage"":0,""power"":350},{""percentage"":50,""power"":350},{""percentage"":80,""power"":175},{""percentage"":100,""power"":70}]",False,ccs,type2
Lotus,Emeya S,102 kWh usable,102.0,11.0,350.0,"[{""percentage"":0,""power"":350},{""percentage"":50,""power"":350},{""percentage"":80,""power"":175},{""percentage"":100,""power"":70}]",False,ccs,type2
Lotus,r,109 kWh usable,109.0,22.0,109.0,"[{""percentage"":0,""power"":109},{""percentage"":40,""power"":109},{""percentage"":70,""power"":87.2},{""percentage"":90,""power"":43.6},{""percentage"":100,""power"":22}]",False,ccs,type2
Lucid,Air,Dream Edition R (118 kWh usable),118.0,22.0,300.0,"[{""percentage"":0,""power"":285},{""percentage"":75,""power"":300},{""percentage"":100,""power"":22}]",True,ccs,type2
Lucid,Air Dream Edition,P (118 kWh usable),118.0,11.0,118.0,"[{""percentage"":0,""power"":118},{""percentage"":40,""power"":118},{""percentage"":70,""power"":94.4},{""percentage"":90,""power"":47.2},{""percentage"":100,""power"":11}]",False,ccs,type2
Lucid,Air Dream Edition P,118 kWh usable,118.0,11.0,300.0,"[{""percentage"":0,""power"":300},{""percentage"":50,""power"":300},{""percentage"":80,""power"":150},{""percentage"":100,""power"":60}]",False,ccs,type2
Lucid,Air Grand Touring,112 kWh usable,112.0,11.0,253.0,"[{""percentage"":0,""power"":253},{""percentage"":20,""power"":253},{""percentage"":40,""power"":202},{""percentage"":60,""power"":152},{""percentage"":80,""power"":101},{""percentage"":100,""power"":11}]",True,ccs,type2
Lucid,Air Pure AWD,92 kWh usable,92.0,11.0,200.0,"[{""percentage"":0,""power"":200},{""percentage"":50,""power"":200},{""percentage"":80,""power"":120},{""percentage"":100,""power"":60}]",False,ccs,type2
Lucid,Air Pure RWD,92 kWh usable,92.0,11.0,200.0,"[{""percentage"":0,""power"":200},{""percentage"":50,""power"":200},{""percentage"":80,""power"":120},{""percentage"":100,""power"":60}]",False,ccs,type2
Lucid,Air Touring,92 kWh usable,92.0,11.0,200.0,"[{""percentage"":0,""power"":200},{""percentage"":50,""power"":200},{""percentage"":80,""power"":120},{""percentage"":100,""power"":60}]",False,ccs,type2
Lucid,dream edition r,118 kWh usable,118.0,22.0,118.0,"[{""percentage"":0,""power"":118},{""percentage"":40,""power"":118},{""percentage"":70,""power"":94.4},{""percentage"":90,""power"":47.2},{""percentage"":100,""power"":22}]",False,ccs,type2
Lucid,grand touring,112 kWh usable,112.0,11.0,112.0,"[{""percentage"":0,""power"":112},{""percentage"":20,""power"":112},{""percentage"":40,""power"":90},{""percentage"":60,""power"":67},{""percentage"":80,""power"":45},{""percentage"":100,""power"":11}]",True,ccs,type2
Lucid,pure,awd (92 kWh usable),92.0,11.0,92.0,"[{""percentage"":0,""power"":92},{""percentage"":20,""power"":92},{""percentage"":40,""power"":74},{""percentage"":60,""power"":55},{""percentage"":80,""power"":37},{""percentage"":100,""power"":11}]",True,ccs,type2
Lucid,touring,92 kWh usable,92.0,11.0,92.0,"[{""percentage"":0,""power"":92},{""percentage"":20,""power"":92},{""percentage"":40,""power"":74},{""percentage"":60,""power"":55},{""percentage"":80,""power"":37},{""percentage"":100,""power"":11}]",True,ccs,type2
MAN,e TGE,35.8 kWh usable,35.8,7.2,40.0,"[{""percentage"":0,""power"":38},{""percentage"":75,""power"":40},{""percentage"":100,""power"":7.2}]",True,ccs,type2
MG,Cyberster GT,74.4 kWh usable,74.4,11.0,144.0,"[{""percentage"":0,""power"":144},{""percentage"":50,""power"":144},{""percentage"":80,""power"":72},{""percentage"":100,""power"":28.8}]",False,ccs,type2
MG,Cyberster Trophy,77 kWh usable,77.0,11.0,144.0,"[{""percentage"":0,""power"":144},{""percentage"":50,""power"":144},{""percentage"":80,""power"":72},{""percentage"":100,""power"":28.8}]",False,ccs,type2
MG,MG4 EV,Standard Range (50.8 kWh usable),50.8,6.6,117.0,"[{""percentage"":0,""power"":111.2},{""percentage"":75,""power"":117},{""percentage"":100,""power"":6.6}]",True,ccs,type2
MG,MG4 EV,Long Range (61.7 kWh usable),61.7,11.0,135.0,"[{""percentage"":0,""power"":128.3},{""percentage"":75,""power"":135},{""percentage"":100,""power"":11}]",True,ccs,type2
MG,MG4 EV,XPOWER (61.7 kWh usable),61.7,11.0,140.0,"[{""percentage"":0,""power"":133},{""percentage"":75,""power"":140},{""percentage"":100,""power"":11}]",True,ccs,type2
MG,MG4 EV,77 kWh (74.4 kWh usable),74.4,11.0,144.0,"[{""percentage"":0,""power"":136.8},{""percentage"":75,""power"":144},{""percentage"":100,""power"":11}]",True,ccs,type2
MG,MG4 Electric 51 kWh,50.8 kWh usable,50.8,11.0,87.0,"[{""percentage"":0,""power"":87},{""percentage"":20,""power"":87},{""percentage"":40,""power"":70},{""percentage"":60,""power"":52},{""percentage"":80,""power"":35},{""percentage"":100,""power"":11}]",True,ccs,type2
MG,MG4 Electric 64 kWh,64 kWh usable,64.0,11.0,142.0,"[{""percentage"":0,""power"":142},{""percentage"":50,""power"":142},{""percentage"":80,""power"":85.2},{""percentage"":100,""power"":42.6}]",False,ccs,type2
MG,MG4 Electric 77 kWh,74.4 kWh usable,74.4,11.0,144.0,"[{""percentage"":0,""power"":144},{""percentage"":20,""power"":144},{""percentage"":40,""power"":115},{""percentage"":60,""power"":86},{""percentage"":80,""power"":58},{""percentage"":100,""power"":11}]",True,ccs,type2
MG,MG4 Electric XPOWER,61.7 kWh usable,61.7,11.0,142.0,"[{""percentage"":0,""power"":142},{""percentage"":50,""power"":142},{""percentage"":80,""power"":85.2},{""percentage"":100,""power"":42.6}]",False,ccs,type2
MG,MG5 EV,48.8 kWh usable,48.8,6.6,80.0,"[{""percentage"":0,""power"":70},{""percentage"":10,""power"":80},{""percentage"":20,""power"":70},{""percentage"":80,""power"":55},{""percentage"":83,""power"":18},{""percentage"":90,""power"":18},{""percentage"":100,""power"":6.6}]",False,ccs,type2
MG,MG5 EV,Long Range (57 kWh usable),57.0,11.0,80.0,"[{""percentage"":0,""power"":70},{""percentage"":10,""power"":80},{""percentage"":20,""power"":70},{""percentage"":80,""power"":55},{""percentage"":83,""power"":18},{""percentage"":90,""power"":18},{""percentage"":100,""power"":6.6}]",False,ccs,type2
MG,MG5 Electric Long Range,57.4 kWh usable,57.4,11.0,87.0,"[{""percentage"":0,""power"":87},{""percentage"":20,""power"":87},{""percentage"":40,""power"":70},{""percentage"":60,""power"":52},{""percentage"":80,""power"":35},{""percentage"":100,""power"":11}]",True,ccs,type2
MG,MG5 Electric Standard Range,46 kWh usable,46.0,11.0,63.0,"[{""percentage"":0,""power"":63},{""percentage"":50,""power"":63},{""percentage"":80,""power"":37.8},{""percentage"":100,""power"":18.9}]",False,ccs,type2
MG,MGS5  EV 49 kWh,49 kWh usable,49.0,11.0,120.0,"[{""percentage"":0,""power"":120},{""percentage"":50,""power"":120},{""percentage"":80,""power"":60},{""percentage"":100,""power"":24}]",False,ccs,type2
MG,MGS5  EV 64 kWh,64 kWh usable,64.0,11.0,139.0,"[{""percentage"":0,""power"":139},{""percentage"":50,""power"":139},{""percentage"":80,""power"":69.5},{""percentage"":100,""power"":27.8}]",False,ccs,type2
MG,Marvel R,65 kWh usable,65.0,11.0,94.0,"[{""percentage"":0,""power"":89.3},{""percentage"":75,""power"":94},{""percentage"":100,""power"":11}]",True,ccs,type2
MG,Marvel R,Performance (65 kWh usable),65.0,11.0,94.0,"[{""percentage"":0,""power"":89.3},{""percentage"":75,""power"":94},{""percentage"":100,""power"":11}]",True,ccs,type2
MG,ZS EV,Standard Range (48 kWh usable),48.0,6.6,80.0,"[{""percentage"":0,""power"":70},{""percentage"":10,""power"":80},{""percentage"":20,""power"":70},{""percentage"":80,""power"":55},{""percentage"":83,""power"":18},{""percentage"":90,""power"":18},{""percentage"":100,""power"":6.6}]",False,ccs,type2
MG,ZS EV,Long Range (68.3 kWh usable),68.3,11.0,76.0,"[{""percentage"":0,""power"":72.2},{""percentage"":75,""power"":76},{""percentage"":100,""power"":11}]",True,ccs,type2
MG,ZS EV,69.9 kWh usable,69.9,11.0,94.0,"[{""percentage"":0,""power"":75},{""percentage"":5,""power"":85},{""percentage"":45,""power"":94},{""percentage"":46,""power"":75},{""percentage"":60,""power"":78},{""percentage"":75,""power"":60},{""percentage"":83,""power"":60},{""percentage"":85,""power"":25},{""percentage"":90,""power"":25},{""percentage"":100,""power"":6}]",False,ccs,type2
